index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date,Location
77,26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,6,1 - The number of cases/patients is too few to report.,4/1/2016,3/31/2017,"4801 LINWOOD BLVD.
KANSAS CITY, MO
"
78,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,197,25,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
79,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,138,25,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
80,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,92,598,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
81,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
82,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
83,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
84,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
85,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
86,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
87,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
88,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
89,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
90,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,6127252000,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,4,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"ONE VETERANS DRIVE
MINNEAPOLIS, MN
"
91,23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"325 EAST H STREET
IRON MOUNTAIN, MI
(45.811478, -88.061578)"
92,15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1481 W. TENTH STREET
INDIANAPOLIS, IN
(39.779717, -86.186913)"
93,44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,6153275332,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1310 24TH AVENUE SOUTH
NASHVILLE, TN
(36.142321, -86.804796)"
94,10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,2,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"7305 N. MILITARY TRAIL
WEST PALM BEACH, FL
(26.784077, -80.107329)"
95,11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1 FREEDOM WAY
AUGUSTA, GA
(33.468204, -82.025292)"
96,10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1601 S W ARCHER ROAD
GAINESVILLE, FL
(29.638214, -82.345877)"
97,14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1900 E. MAIN
DANVILLE, IL
(40.131808, -87.59243)"
98,14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1900 E. MAIN
DANVILLE, IL
(40.131808, -87.59243)"
99,01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"700 SOUTH 19TH STREET
BIRMINGHAM, AL
(33.504722, -86.800922)"
100,44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1030 JEFFERSON AVENUE
MEMPHIS, TN
(35.142527, -90.025951)"
101,36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3200 VINE STREET
CINCINNATI, OH
(39.137762, -84.509485)"
102,34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"508 FULTON STREET
DURHAM, NC
(36.009188, -78.937226)"
103,23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1500 WEISS STREET
SAGINAW, MI
(43.443673, -83.960989)"
104,42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,287,422,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"109 BEE STREET
CHARLESTON, SC
(32.785313, -79.953355)"
105,33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"423 EAST 23RD STREET
NEW YORK, NY
(40.736288, -73.977119)"
106,33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"800 IRVING AVE.
SYRACUSE, NY
(43.038832, -76.138151)"
107,20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,4330,KENNEBEC,2076238411,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1 VA CENTER
AUGUSTA, ME
(44.280377, -69.703621)"
108,51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"510 BUTLER AVE.
MARTINSBURG, WV
(39.415029, -77.914014)"
109,44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,6153275332,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1310 24TH AVENUE SOUTH
NASHVILLE, TN
(36.142321, -86.804796)"
110,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"113 HOLLAND AVENUE
ALBANY, NY
(42.651508, -73.776343)"
111,15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1481 W. TENTH STREET
INDIANAPOLIS, IN
(39.779717, -86.186913)"
112,18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"800 ZORN AVENUE
LOUISVILLE, KY
(38.270722, -85.694074)"
113,49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1970 ROANOKE BOULEVARD
SALEM, VA
(37.276804, -80.021604)"
114,34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,3,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"1100 TUNNEL ROAD
ASHEVILLE, NC
(35.587106, -82.485056)"
115,41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,4014573042,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,2,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"830 CHALKSTONE AVENUE
PROVIDENCE, RI
(41.833915, -71.434938)"
116,11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1670 CLAIRMONT ROAD
DECATUR, GA
(33.802903, -84.310504)"
117,40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,685,453,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"10 CALLE CASIA
SAN JUAN, PR
(18.391963, -66.080443)"
118,22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"421 N MAIN ST
LEEDS, MA
(42.348903, -72.689068)"
119,23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"325 EAST H STREET
IRON MOUNTAIN, MI
(45.811478, -88.061578)"
120,18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1101 VETERANS DRIVE
LEXINGTON, KY
(38.029351, -84.506092)"
121,47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"163 VETERANS DRIVE
WHITE RIVER JUNCTION, VT
(43.645876, -72.34186)"
122,33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,301,329,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"79 MIDDLEVILLE ROAD
NORTHPORT, NY
(40.899003, -73.306124)"
123,14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,7082028387,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"5000 SOUTH 5TH AVENUE
HINES, IL
(41.86061, -87.84081)"
124,11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,6,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"1670 CLAIRMONT ROAD
DECATUR, GA
(33.802903, -84.310504)"
125,23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,96,187,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"1500 WEISS STREET
SAGINAW, MI
(43.443673, -83.960989)"
126,49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"100 EMANCIPATION DRIVE
HAMPTON, VA
(37.018442, -76.330855)"
127,20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,4330,KENNEBEC,2076238411,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,198,200,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"1 VA CENTER
AUGUSTA, ME
(44.280377, -69.703621)"
128,21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,64,468,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"10 NORTH GREENE STREET
BALTIMORE, MD
(39.289736, -76.623709)"
129,18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,99,395,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"800 ZORN AVENUE
LOUISVILLE, KY
(38.270722, -85.694074)"
130,21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE C,4106057016,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"10 NORTH GREENE STREET
BALTIMORE, MD
(39.289736, -76.623709)"
131,44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,3,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"1030 JEFFERSON AVENUE
MEMPHIS, TN
(35.142527, -90.025951)"
132,20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,4330,KENNEBEC,2076238411,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1 VA CENTER
AUGUSTA, ME
(44.280377, -69.703621)"
133,11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1 FREEDOM WAY
AUGUSTA, GA
(33.468204, -82.025292)"
134,10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"7305 N. MILITARY TRAIL
WEST PALM BEACH, FL
(26.784077, -80.107329)"
135,44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,6153275332,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,206,544,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"1310 24TH AVENUE SOUTH
NASHVILLE, TN
(36.142321, -86.804796)"
136,41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,4014573042,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"830 CHALKSTONE AVENUE
PROVIDENCE, RI
(41.833915, -71.434938)"
